"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","p_val_fdr"
"124","mmu-miR-15b-5p",2344.46426999761,0.39609113159681,0.134278763124894,2.94976750142093,0.00318013142837629,0.0156046130056314,0.0159377164031244
"125","mmu-miR-3535",229.398056257487,1.14047545562247,0.387107746584058,2.94614475087705,0.00321761785935947,0.0156046130056314,0.0159377164031244
"126","mmu-miR-708-3p",59.4489356048923,-1.28951471329421,0.437851445648174,-2.94509639310491,0.00322854062185478,0.0156046130056314,0.0159377164031244
"127","mmu-miR-126a-5p",827887.747563968,0.727825166062421,0.248349307832417,2.9306510753537,0.0033825247549009,0.0160193198436107,0.0163612757680227
"128","mmu-miR-128-3p",6702.29427126722,1.02861000739471,0.351101347020762,2.9296669355526,0.00339325494224266,0.0160193198436107,0.0163612757680227
"129","mmu-miR-24-2-5p",12531.711408709,-0.279468970522608,0.095251558337926,-2.93400943143765,0.00334614040504307,0.0160193198436107,0.0163612757680227
"130","mmu-miR-455-5p",879.470388505215,-1.05323235766752,0.360182099848745,-2.924166298408,0.00345380176251338,0.0161797328720819,0.0165251130483332
"131","mmu-miR-582-5p",405.155428342892,-1.29166268113219,0.444470182589558,-2.90607273947321,0.00365996356501297,0.0170146397793351,0.0173778422705196
"132","mmu-miR-669c-5p",49.4474342653888,0.610510080845064,0.210678511096147,2.89782796388972,0.00375756642159461,0.0173360450814479,0.0177061084411504
"133","mmu-miR-450b-5p",905.711158059274,0.761840565766301,0.263154089365333,2.89503601332468,0.00379115035139543,0.0173594779248106,0.0177300414929922
"134","mmu-miR-148b-3p",11926.4474713238,0.310757524254233,0.108202509044729,2.87199924472889,0.00407883942046632,0.0185374119930149,0.0189331202950004
"135","mmu-miR-485-5p",97.3074212986573,-0.933074149849428,0.325423402719701,-2.86726197947453,0.00414040117347813,0.0186778097381347,0.0190765150363215
"136","mmu-miR-143-5p",930.41710484026,-0.383045292736731,0.135561147641851,-2.82562739693476,0.00471881191907441,0.0211305621964435,0.0215816251004727
"137","mmu-miR-133a-5p",18290.7042252094,1.49720484248677,0.532109271470015,2.81371688629022,0.00489723378401184,0.0216615151184319,0.0221239119928812
"138","mmu-miR-3068-3p",758.982805487819,0.716946684271028,0.255081785909294,2.81065416613467,0.00494408965757312,0.0216615151184319,0.0221239119928812
"139","mmu-miR-598-3p",50.572995949329,-0.515672327242165,0.183340941429502,-2.81264142761288,0.00491364102928395,0.0216615151184319,0.0221239119928812
"140","mmu-miR-3074-5p",101.1452060684,0.953602249644034,0.341123800817935,2.79547263297817,0.00518238892986311,0.0225433918449045,0.0230246136741061
"141","mmu-miR-126a-3p",214242.852941113,0.699812845789956,0.251789413637498,2.77935770086617,0.00544665113762913,0.0235248974667811,0.0240270709759242
"142","mmu-miR-365-3p",1409.18106518202,-0.788009074444494,0.28601146433095,-2.755166043039,0.00586623565854667,0.0249827798325519,0.0255160739833289
"143","mmu-miR-5107-3p",9.88620321256064,-1.12867137531815,0.409459513160498,-2.75649078612502,0.00584252587367929,0.0249827798325519,0.0255160739833289
"144","mmu-miR-96-5p",16.5167786005853,-1.43604070398539,0.522255849575069,-2.7496881177182,0.00596520114523176,0.025227829843376,0.025766354946765
"145","mmu-miR-19a-5p",17.6906052151812,1.12607478485898,0.414712741819935,2.71531272445907,0.00662132133930254,0.0276190732577757,0.0282086429660697
"146","mmu-miR-3963",20.2762397683379,-0.957170183114094,0.352318438691761,-2.71677572899189,0.00659212601427613,0.0276190732577757,0.0282086429660697
"147","mmu-let-7i-5p",89691.8161699272,-0.475601975655765,0.176436233984626,-2.6956026260298,0.00702614303580625,0.0291083068626259,0.0297296664508265
"148","mmu-miR-378d",41852.7277417385,1.14396466143205,0.424933388445603,2.69210349795445,0.00710029071539875,0.0292167367951205,0.0298404109795812
"149","mmu-miR-222-5p",118.675257407782,-0.388789754448639,0.145977119770288,-2.66336090930171,0.00773643879969149,0.0314099415267474,0.0320804328893874
"150","mmu-miR-676-5p",643.59587948263,-0.681343196437466,0.255811462873277,-2.66345842670462,0.00773419680944685,0.0314099415267474,0.0320804328893874
"151","mmu-miR-100-5p",164540.517325483,-0.626802575305791,0.235654549670076,-2.65983651146704,0.00781785895269629,0.0315303053125301,0.0322033660170669
"152","mmu-miR-214-3p",9929.24398078204,-1.2591232650441,0.473781953772998,-2.6576007275435,0.00786990686874897,0.0315314031780798,0.0322044873181701
"153","mmu-miR-144-3p",8112.25855917564,0.802369979741676,0.302321003669484,2.65403319651213,0.00795360017801669,0.0316584477673998,0.0323342438609567
"154","mmu-miR-136-5p",2797.92286406431,-0.73666995660694,0.278791675981913,-2.64236711520301,0.00823287647094921,0.0325572842260264,0.0332522673047429
"155","mmu-miR-7a-1-3p",158.124587581138,0.291368780150876,0.110780610499175,2.63014239439532,0.00853491107856141,0.03353394094738,0.0342497721991303
"156","mmu-let-7j",13979.3754332734,-0.700746844895422,0.268166050583899,-2.61310797309962,0.00897229515722409,0.0342992868633033,0.0350314555483985
"157","mmu-miR-188-5p",213.212548028849,0.463199191051053,0.177290422252532,2.61265772378428,0.00898412270975779,0.0342992868633033,0.0350314555483985
"158","mmu-miR-322-3p",5633.97152769847,0.419920357936741,0.160564900564292,2.6152686948453,0.0089157286510756,0.0342992868633033,0.0350314555483985
"159","mmu-miR-34b-5p",257.294270875367,-1.17589831353425,0.450255440897939,-2.61162488384188,0.00901130689347871,0.0342992868633033,0.0350314555483985
"160","mmu-miR-361-3p",862.595100006656,-0.334933105019117,0.128169145825029,-2.61321164983304,0.0089695736542938,0.0342992868633033,0.0350314555483985
"161","mmu-miR-1954",19.9849265058207,0.983864458687892,0.378430893824511,2.59985237659835,0.00932638714539069,0.0347183904750156,0.0354595055426268
"162","mmu-miR-22-5p",1782.28520572083,0.385246706410602,0.148157765601184,2.60024646597075,0.00931568271292149,0.0347183904750156,0.0354595055426268
"163","mmu-miR-32-5p",955.596652108361,0.620634470578289,0.238600489298536,2.60114500352828,0.00929131721299099,0.0347183904750156,0.0354595055426268
"164","mmu-miR-872-3p",1718.72739682663,-0.31660602074562,0.12181818334502,-2.59900461533654,0.00934945162217169,0.0347183904750156,0.0354595055426268
"165","mmu-miR-29a-3p",101124.433648694,-0.512608194361802,0.197629464027783,-2.59378426634674,0.00949260299981341,0.0350363347084022,0.035784236762933
"166","mmu-miR-210-3p",2799.1387285784,0.285021683770304,0.110010771255972,2.59085251849675,0.00957385109946619,0.035123345298644,0.0358731047220962
"167","mmu-miR-182-5p",1238.3904327414,-1.02045821173727,0.394443536657447,-2.58708311051244,0.00967922427329791,0.0352972909128049,0.0360507634610257
"168","mmu-let-7c-5p",284771.916590223,-0.473396471663313,0.183550672883407,-2.57910507342035,0.00990566513813235,0.035695562539187,0.0364575367805818
"169","mmu-miR-1198-5p",814.456789939095,0.482585941431346,0.187047593497238,2.5800168417482,0.00987954967992237,0.035695562539187,0.0364575367805818
"170","mmu-miR-708-5p",52.4873794947311,-1.13818227627203,0.44337766713217,-2.56707173285014,0.0102561393228752,0.0367411108684175,0.0375254038754609
"171","mmu-miR-181b-5p",51835.1734721906,-0.412179252126762,0.16108982514685,-2.55869203254158,0.0105066773207158,0.0367733706225054,0.0375583522614095
"172","mmu-miR-208a-3p",29545.6416576266,0.931352622281298,0.363582513309443,2.56159905437649,0.0104191525004816,0.0367733706225054,0.0375583522614095
"173","mmu-miR-3066-5p",16.2078289070363,0.724841738720522,0.282771996045643,2.56334343165835,0.0103669446524069,0.0367733706225054,0.0375583522614095
"174","mmu-miR-532-3p",205.158289294746,-0.641622250714605,0.25074414419052,-2.55887232296476,0.0105012301597403,0.0367733706225054,0.0375583522614095
