"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","p_val_fdr"
"119","mmu-miR-150-5p",15607.3596565609,-1.08273703760549,0.285294705182323,-3.79515293462437,0.000147552473300682,0.000771240658764911,0.000771240658764911
"120","mmu-miR-214-5p",3154.41637351415,1.49314711409831,0.394063364811741,3.78910410718248,0.000151191547858774,0.000783676189734647,0.000783676189734647
"121","mmu-miR-376b-3p",207.58518695933,1.45026294199566,0.383452316268874,3.7821206978412,0.000155497927777989,0.000799336455189334,0.000799336455189334
"122","mmu-miR-181c-5p",50779.2997141872,-0.866517663633581,0.230110755072699,-3.76565477506612,0.000166113183141008,0.000846904917325466,0.000846904917325466
"123","mmu-miR-28a-5p",7612.2040730046,0.521774228770933,0.138886505978855,3.75683890305636,0.000172073188272479,0.000870158724434814,0.000870158724434814
"124","mmu-miR-338-5p",162.599453894099,-0.954739932375451,0.255127625707085,-3.74220521877783,0.000182412451522529,0.000907684358776103,0.000907684358776103
"125","mmu-miR-499-3p",392.395436004027,-1.91618267124948,0.511956727689534,-3.74286061225766,0.000181937162239724,0.000907684358776103,0.000907684358776103
"126","mmu-miR-192-5p",46213.1327931591,-0.79207430636685,0.21291565462543,-3.72013184169243,0.000199118806058002,0.000979568148099672,0.000979568148099672
"127","mmu-miR-208a-5p",1101.59503536309,-0.967569248302911,0.260168777277774,-3.71900601765856,0.000200008287473727,0.000979568148099672,0.000979568148099672
"128","mmu-miR-144-5p",3002.82740082493,-1.1419029670369,0.307299294407491,-3.71593097614695,0.000202456850580132,0.000983813758287827,0.000983813758287827
"129","mmu-miR-16-2-3p",214.699624136791,-0.480759609034302,0.129715123123422,-3.70627261847385,0.000210331895705332,0.00101415844285827,0.00101415844285827
"130","mmu-miR-871-3p",63.5947107889958,-1.13709229435124,0.307720080837879,-3.69521641634532,0.000219699572689039,0.0010511779554814,0.0010511779554814
"131","mmu-miR-664-3p",443.340182609895,-0.566180072080259,0.15388068104966,-3.67934472487512,0.00023383401083354,0.00111026530334704,0.00111026530334704
"132","mmu-miR-32-5p",955.596652108361,-0.876177652059629,0.238545362250437,-3.67300224910587,0.000239717372676536,0.00112957731670307,0.00112957731670307
"133","mmu-miR-133a-3p",4172234.07964277,-1.44104259213383,0.393119537928237,-3.66566006799917,0.000246701445869203,0.0011537466115086,0.0011537466115086
"134","mmu-miR-9-5p",2130.73083363327,-0.891362641862816,0.243466179417094,-3.66113537410788,0.000251100031389753,0.00116555387704796,0.00116555387704796
"135","mmu-miR-214-3p",9929.24398078204,1.73356367603801,0.473754861234091,3.65919976319023,0.000253004066816443,0.00116569281155428,0.00116569281155428
"136","mmu-miR-378a-3p",826326.001271317,-1.38168720881279,0.378194805478833,-3.65337436896689,0.00025881644919645,0.00118370464264847,0.00118370464264847
"137","mmu-miR-30a-5p",799616.18256542,-0.808864930836314,0.22262536967509,-3.63330078695348,0.000279818503482183,0.00125391754889754,0.00125391754889754
"138","mmu-miR-433-3p",139.738242332214,1.36653681297199,0.37615235259736,3.63293437761576,0.000280216301120191,0.00125391754889754,0.00125391754889754
"139","mmu-miR-701-5p",6.25542561180823,-1.5508009407517,0.42676412107113,-3.63385969949713,0.000279212731042985,0.00125391754889754,0.00125391754889754
